hasName,hasLocation,hasAddress,hasLandmark,latitude,longitude,hasPrice,hasPhone,hasService
Lotus Health Clinic & Diagn..,Delhi,"Shop No. 145,1st Floor, Sector-16C, Greater Noida West, Gaur City 2, Noida - 201318, Mahagun Mart","Noida - 201318, Mahagun Mart",80.0631,385.8155548,1861,4583180289,Doctor
Asha Multi Speciality Clini..,Delhi,"Clinic Number C 2, Gurgaon - 122001, Opposite Huda Market",,74.7908,297.3655797,1456,6802766187,Doctor
Dr. Chandan Roy and Dr. Adi..,Delhi,"E 49A, Ground Floor, Dilshad Garden, Delhi - 110095, Near Greenway Model School, F 188 Dilshad Colony",188 Dilshad Colony,26.1233,971.309441,1801,9065535793,Doctor
Genhealth Clinic,Delhi,"Shop No -1,V -45, Sector -12, Noida Sector 12, Noida - 201301",,59.5175,405.0244298,1647,8164329168,Doctor
Dr. Rahul Yakhmi,Delhi,"Healing Tree Hospital /30/1, Shakti Khand 3-indirapuram, Ghaziabad - 201014",,70.9099,695.7480926,1145,7626356022,Doctor
Sarvodaya Hospital,Delhi,"Plot number-342, Vaishali Sector 4, Ghaziabad - 201010, Near Sector 4 Market",,43.5666,391.1378625,756,2791546065,Doctor
Manipal Hospital,Delhi,"F Block, Rezangla Road, Palam Vihar, Gurgaon - 122017, Near Ansal Plaza & Gol Chakkar,Sector 23",,88.3738,498.1839119,947,1430655461,Doctor
Rxpert Clinic,Delhi,"C19, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Enclave, delhi - 110029, Near Sukmani Hospital",Near Sukmani Hospital,94.6297,471.4426026,1954,3932463042,Doctor
DR APURVA JHA,Delhi,"House No C1-2809 SECOND FLOOR COUNTRY HOMES, Sushant Lok Phase 1, Gurgaon - 122002, Near Paras Hospital","122002, Near Paras Hospital",29.0238,524.6609201,505,5598107585,Doctor
Pulse Ent Clinic,Delhi,"169 , Akshardham Appartment, Dwarka Sector 19, Delhi - 110075",Sector 110075,20.7278,956.3680013,903,1923383167,Doctor
Stethohope Clinic,Delhi,"Shop No -9, Property No C-7 , Sai Chowk, Madhu Vihar-Patparganj, Delhi - 110092, Below Fitnest Gym","110092, Below Fitnest Gym",63.1229,516.3235309,1101,5458522162,Doctor
Dr Harsh Bardhan,Delhi,"Shop No. 112 First Floor, City Plaza, Greater, Ghaziabad - 201009",,80.1869,443.902741,1474,5977908752,Doctor
Krishna Niramaya Clinic,Delhi,"H-574, Alpha2, Greater Noida, Noida - 201310, Near Astha Hospital",Asthaospital,32.4134,987.912901,1859,3741132664,Doctor
Dr Ranjan Kumar,Delhi,"Tower-1, 11th Floor 1102, Panchsheel Pratistha Society, Noida Sector 75, Noida - 201304",,34.7077,239.3277021,564,8169968865,Doctor
Dr. Mahkar Singh Khari,Delhi,"G-18,Alpha-2, Greater Noida, Gautam Buddha Nagar U.P, Alpha 2-greater Noida, Noida - 201310, Near  By Mother Dairy","greater Noida, Noida - 201310, Near  By Mother Dairy",10.4097,157.6086627,1318,9468276181,Doctor
Fortis Hospital Noida,Delhi,"B - 22, Noida Sector 62, Noida - 201309",Sector 201309,14.6427,869.4825668,1073,7624360682,Doctor
Dr. Shahbaz Anees,Delhi,"U12A, Third Floor,, Delhi - 110016, Near- The Bible Church",,6.8731,483.990535,1756,8329963510,Doctor
Rxpert Clinic,Delhi,"C19, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Enclave, delhi - 110029, Near Sukmani Hospital",Near Sukmani Hospital,64.7369,128.7860225,940,4897934475,Doctor
DR APURVA JHA,Delhi,"House No C1-2809 SECOND FLOOR COUNTRY HOMES, Sushant Lok Phase 1, Gurgaon - 122002, Near Paras Hospital","122002, Near Paras Hospital",40.1058,584.4555155,1774,6405468007,Doctor
Pulse Ent Clinic,Delhi,"169 , Akshardham Appartment, Dwarka Sector 19, Delhi - 110075",Sector 110075,22.3126,236.922731,1311,8278342439,Doctor
Stethohope Clinic,Delhi,"Shop No -9, Property No C-7 , Sai Chowk, Madhu Vihar-Patparganj, Delhi - 110092, Below Fitnest Gym","110092, Below Fitnest Gym",3.2231,781.9680825,1776,8761100023,Doctor
Dr Harsh Bardhan,Delhi,"Shop No. 112 First Floor, City Plaza, Greater, Ghaziabad - 201009",,87.8482,791.276488,1528,278284129,Doctor
Krishna Niramaya Clinic,Delhi,"H-574, Alpha2, Greater Noida, Noida - 201310, Near Astha Hospital",Asthaospital,93.9158,372.0049224,1251,2958940542,Doctor
Dr Ranjan Kumar,Delhi,"Tower-1, 11th Floor 1102, Panchsheel Pratistha Society, Noida Sector 75, Noida - 201304",,92.2187,838.2941656,1122,379058338,Doctor
Dr. Mahkar Singh Khari,Delhi,"G-18,Alpha-2, Greater Noida, Gautam Buddha Nagar U.P, Alpha 2-greater Noida, Noida - 201310, Near  By Mother Dairy","greater Noida, Noida - 201310, Near  By Mother Dairy",60.765,756.2462324,957,6586465476,Doctor
Fortis Hospital Noida,Delhi,"B - 22, Noida Sector 62, Noida - 201309",Sector 201309,61.9767,894.0433165,1131,9335917902,Doctor
Dr. Shahbaz Anees,Delhi,"U12A, Third Floor,, Delhi - 110016, Near- The Bible Church",,20.0509,246.0193258,1324,5566647938,Doctor
Dr. Anupam Verma,Delhi,"B 8/205, Rohini Sector 3, Delhi - 110085",,71.0765,448.2667596,1859,7704295477,Doctor
Leafline Clinical Service P..,Delhi,"B-4, Prahlad Market,, Karol Bagh, Delhi - 110005",,80.7016,842.7047399,1151,3292546707,Doctor
Siyaram Hospital,Delhi,"C 22 C Nehru Ground, NIT 1, Faridabad NIT, Faridabad - 121001, Near Bus Stand and Bikaner Sweets",weets,34.652,315.4545529,963,4430668130,Doctor
RR Physician & Diabetic Cli..,Delhi,"14, Plot 9, Gardenia Gateway, Sector75, Noida Sector 75, Noida - 201304",,82.9597,528.6541491,1615,7823279506,Doctor
In House Diagnostic and Sur..,Delhi,"Main DSC Road Barola, K.D.S.Tower, Pillar No.28, Barola-Noida Sector 49, Noida - 201304",Sector 201304,7.8761,139.092692,1445,5519250290,Doctor
Manipal Hospital,Delhi,"Dwarka Sector 6, Delhi - 110075, Near Palam Vihar,  Adjoining MTNL Building,",,94.2991,816.8146166,1239,6049967223,Doctor
Max Super Speciality Hospit..,Delhi,"W-3, Vaishali Sector 1, Ghaziabad - 201010, Near Radisson Hotel, Dabur Chowk",Daburr Chowk,98.4862,296.7142947,1688,9249855379,Doctor
Dr. Ashok Grover,Delhi,"B-16, Madhuban Enclave, Delhi - 110092, Near Madhuban Park",,73.5024,977.0176207,528,5045384711,Doctor
Apollo Cradle & Childrens H..,Delhi,"Nh27 , Pocket 7, Nsg Chowk, Greater, Pocket 7, Noida - 201310, Opposite Mitra Enclave",,39.0461,116.3753729,649,527355483,Doctor
Medisure Clinic And Endosco..,Delhi,"B-2/28A, Yamuna Vihar, Main Wazirabad Road, Yamuna Vihar, Delhi - 110053, Bhajanpura Petrol Pump",Petrol Pump,86.2599,141.4079656,984,7775311413,Doctor
Dr. Anupam Verma,Delhi,"B 8/205, Rohini Sector 3, Delhi - 110085",,81.157,476.3047963,1321,1779208654,Doctor
Leafline Clinical Service P..,Delhi,"B-4, Prahlad Market,, Karol Bagh, Delhi - 110005",,17.7128,466.7813306,574,1933390338,Doctor
Siyaram Hospital,Delhi,"C 22 C Nehru Ground, NIT 1, Faridabad NIT, Faridabad - 121001, Near Bus Stand and Bikaner Sweets",weets,91.4812,961.7533125,1201,9294153237,Doctor
RR Physician & Diabetic Cli..,Delhi,"14, Plot 9, Gardenia Gateway, Sector75, Noida Sector 75, Noida - 201304",,28.7429,693.8094948,1552,825119963,Doctor
In House Diagnostic and Sur..,Delhi,"Main DSC Road Barola, K.D.S.Tower, Pillar No.28, Barola-Noida Sector 49, Noida - 201304",Sector 201304,91.3161,680.2405784,1630,6978513909,Doctor
Manipal Hospital,Delhi,"Dwarka Sector 6, Delhi - 110075, Near Palam Vihar,  Adjoining MTNL Building,",,85.2644,827.8850422,916,7184588014,Doctor
Max Super Speciality Hospit..,Delhi,"W-3, Vaishali Sector 1, Ghaziabad - 201010, Near Radisson Hotel, Dabur Chowk",Daburr Chowk,7.9027,522.9165822,927,9237276152,Doctor
Dr. Ashok Grover,Delhi,"B-16, Madhuban Enclave, Delhi - 110092, Near Madhuban Park",,2.1168,890.7920841,1682,9544615145,Doctor
Apollo Cradle & Childrens H..,Delhi,"Nh27 , Pocket 7, Nsg Chowk, Greater, Pocket 7, Noida - 201310, Opposite Mitra Enclave",,16.0132,650.2212045,1546,7860734689,Doctor
Medisure Clinic And Endosco..,Delhi,"B-2/28A, Yamuna Vihar, Main Wazirabad Road, Yamuna Vihar, Delhi - 110053, Bhajanpura Petrol Pump",Petrol Pump,36.3228,122.4147719,1424,2427633144,Doctor
Max Super Speciality Hospit..,Delhi,"W-3, Vaishali Sector 1, Ghaziabad - 201010, Near Radisson Hotel, Dabur Chowk",Daburr Chowk,70.8233,329.3989292,1772,9968356626,Doctor
Dr. Ashok Grover,Delhi,"B-16, Madhuban Enclave, Delhi - 110092, Near Madhuban Park",,82.1615,990.2608295,607,734898259,Doctor
Apollo Cradle & Childrens H..,Delhi,"Nh27 , Pocket 7, Nsg Chowk, Greater, Pocket 7, Noida - 201310, Opposite Mitra Enclave",,75.9068,139.2644197,1816,3246950953,Doctor
Medisure Clinic And Endosco..,Delhi,"B-2/28A, Yamuna Vihar, Main Wazirabad Road, Yamuna Vihar, Delhi - 110053, Bhajanpura Petrol Pump",Petrol Pump,17.0991,487.6199018,1903,6609378805,Doctor
Onecare Diabetes Clinic,Bangalore,"Magnus Diagnostics, 81, 80 Feet Road,, New Friends Colony,, Bangalore - 560034, Magnus Diagnostic Center",Center,31.7863,795.488169,563,2165604672,Doctor
Narayana Health City,Bangalore,"Hosur Road, Anekal Taluk, Bommasandra Industrial Area, Bangalore - 560099",,59.2274,580.4226977,1620,2217593061,Doctor
Fortis Hospital,Bangalore,"No.14, Cunningham Road, Bangalore - 560052, Near Sigma Mall",,49.0091,484.0517586,942,3605296592,Doctor
Care On Call,Bangalore,"No 22, Tamil Sangam Street, Aga Abbas Ali Road, Bangalore - 560042, Next Sobha Diamond Apartment",tment,87.8998,246.6106812,1953,2275625773,Doctor
Jyotsna Hospital,Bangalore,"No. 09, TC Palya Main Road, Kowdenahalli, Akshay Nagar, Ramamurthy Nagar, Bangalore - 560016, Opposite to Vishal Mega Mart",,53.1153,876.3674773,1595,2687865585,Doctor
Lotus Diagnostic Centre,Bangalore,"No 236, 18th Main, Koramangala 6th Block, Bangalore - 560095",,37.5868,124.0323316,1996,4330437312,Doctor
Diyaanvi Multi Speciality C..,Bangalore,"No 9 Akul Arcade, Uttarahalli Main Road, Chikkalsandra, Bangalore - 560061, Above Pizza Hut",,41.7803,672.9169831,1203,4997904224,Doctor
Life Care Hospital (Lch),Bangalore,"No.23/24, 20th Main, Gangothri Circle, Btm Layout 1st Stage, Bangalore - 560029, Near Gangothri Bar and Restaurant",Near Gangothri Bar and Restaurant,7.0745,419.955228,933,5244356092,Doctor
K Dwarakanaths Clinic,Bangalore,"No 476/29,Smrethi, 19th Main,34th Cross, Jayanagar 4th T Block, Bangalore - 560041, Next MLA Office",,20.1589,771.027466,1558,8897754626,Doctor
Sivayogi Hospitals and Rese..,Bangalore,"No 3  K.N. ARCADE, 3rd Phase , 60 Feet Main Riad Avalahalli, Banashankari 3rd Stage, Bangalore - 560085, Near Avalahalli BDA Park","3rd Stage, Bangalore - 560085, Near Avalahalli BDA Park",86.0639,318.3918608,1589,6990340604,Doctor
Onecare Diabetes Clinic,Bangalore,"227, Ground Floor, Greenglen Layout Off, Outer Ring Road, Bangalore - 560103, Opposite to Sobha Quartz",Sobha Quartz,7.1379,2.867218444,1093,6469299822,Doctor
Acculab,Bangalore,"No 121 Mathrushree Building 1st Floor, 2nd Stage Mahalakshmipuram, Geleyarabalaga Circle, Bangalore - 560086, Opposite Janata Seva Co Operative Bank","angalore - 560086, Opposite Janata Seva Co Operative Bank",72.9597,370.1178715,1649,475158964,Doctor
Diawell Clinic,Bangalore,"No 533/1, 15th Main, Dolloars Colony, RMV Extension 2nd Stage, Bangalore - 560094, Near Chikkamaranahalli",Near Chikkamaranahalli,15.2515,435.2186816,957,9773273257,Doctor
Sagar Clinic And Daycare,Bangalore,"No 47/26/27, 12th Main, Puttenahalli Main Road, Jp Nagar 7th Phase, Bangalore - 560078, Near Petrol Bank","Bangalore - 560078, Near Petrol Bank",65.0653,98.9865874,1644,166135466,Doctor
Valens Hospitals,Bangalore,"No 33-34 New Dwarka Nagar, Bengaluru, Bagalur Road, Yelahanka, Bangalore - 560064, Near Dwarka Nagar Bus Stop",Dwarka Nagar Bus Stop,83.0877,52.70372573,1044,4026369531,Doctor
Shraddha Healthcare And Nur..,Bangalore,"No 3,4 & 5,Patients First, 7th Main Road,1st Block, Koramangala, Bangalore - 560034, Near Wipro Park",,78.2259,80.9992186,834,2594579669,Doctor
Manipal North Side Hospital,Bangalore,"No. 71, 11th Main, Malleswaram, Bangalore - 560003, Opposite Railway Station",RailwayStation,52.0015,416.0372875,1186,4406373663,Doctor
JP Multispeciality Health C..,Bangalore,"No-5, SRS Complex, 80 Ft Road , NGEF Layout, Nagarbhavi, Bangalore - 560072, Opposite to GM Hospital",to GM Hospital,55.72,151.2740112,1880,589608004,Doctor
Medisync Network Of Hospita..,Bangalore,"No 539/49, 9th Cross Road, S Kariyappa Road, WKP Road, Jayanagar 7th Block, Bangalore - 560070","Block, Bangalore - 560070",8.0149,291.5156877,1590,6003103657,Doctor
Apollo Spectra Hospitals,Bangalore,"No 143, 5th Cross, Koramangala, Bangalore - 560034, Near Koramangaoa Area",Koramangaoaoa Area,19.4197,634.858026,1306,5239092077,Doctor
Onecare Diabetes Clinic,Bangalore,"227, Ground Floor, Greenglen Layout Off, Outer Ring Road, Bangalore - 560103, Opposite to Sobha Quartz",Sobha Quartz,54.1089,913.8864511,1044,2905872789,Doctor
Acculab,Bangalore,"No 121 Mathrushree Building 1st Floor, 2nd Stage Mahalakshmipuram, Geleyarabalaga Circle, Bangalore - 560086, Opposite Janata Seva Co Operative Bank","angalore - 560086, Opposite Janata Seva Co Operative Bank",12.4277,563.5180318,1025,1792472737,Doctor
Diawell Clinic,Bangalore,"No 533/1, 15th Main, Dolloars Colony, RMV Extension 2nd Stage, Bangalore - 560094, Near Chikkamaranahalli",Near Chikkamaranahalli,89.5557,672.552287,626,5056698315,Doctor
Sagar Clinic And Daycare,Bangalore,"No 47/26/27, 12th Main, Puttenahalli Main Road, Jp Nagar 7th Phase, Bangalore - 560078, Near Petrol Bank","Bangalore - 560078, Near Petrol Bank",71.2544,905.822428,1228,2209589276,Doctor
Valens Hospitals,Bangalore,"No 33-34 New Dwarka Nagar, Bengaluru, Bagalur Road, Yelahanka, Bangalore - 560064, Near Dwarka Nagar Bus Stop",Dwarka Nagar Bus Stop,48.7089,562.7739875,512,4999837911,Doctor
Shraddha Healthcare And Nur..,Bangalore,"No 3,4 & 5,Patients First, 7th Main Road,1st Block, Koramangala, Bangalore - 560034, Near Wipro Park",,37.3419,917.6588607,1734,840244838,Doctor
Manipal North Side Hospital,Bangalore,"No. 71, 11th Main, Malleswaram, Bangalore - 560003, Opposite Railway Station",RailwayStation,9.024,731.2252885,1319,2674240197,Doctor
JP Multispeciality Health C..,Bangalore,"No-5, SRS Complex, 80 Ft Road , NGEF Layout, Nagarbhavi, Bangalore - 560072, Opposite to GM Hospital",to GM Hospital,96.4936,224.8846127,795,7078702329,Doctor
Medisync Network Of Hospita..,Bangalore,"No 539/49, 9th Cross Road, S Kariyappa Road, WKP Road, Jayanagar 7th Block, Bangalore - 560070","Block, Bangalore - 560070",69.8919,828.3472386,1038,2502799803,Doctor
Apollo Spectra Hospitals,Bangalore,"No 143, 5th Cross, Koramangala, Bangalore - 560034, Near Koramangaoa Area",Koramangaoaoa Area,11.2271,235.4103949,927,2647232501,Doctor
Sri Gouris Dental and Medic..,Bangalore,"No.121/B, 1st Floor, 27th Cross, Jayanagar, Bangalore - 560011, Near Bajaj Showroom",,75.8348,151.9491186,1190,8712032309,Doctor
Sri Sagar Clinic,Bangalore,"No.510/1, Hase Karaga Road, Kengeri, Bangalore - 560060, Near Rajkumar Circle",Rajkumar Circle,2.7591,391.1874255,1322,3705687704,Doctor
Varalakshmi Hospital,Bangalore,"No.38/2, 2nd Main Road, Madivala New Extension, Madiwala, Bangalore - 560068, Behind Ayyappa Temple",Ayyappa Temple,81.2688,266.4169344,1721,5856676937,Doctor
International Multispeciali..,Bangalore,"L166,Ground Floor, Outer Ring Road, Sector 6, Hsr Layout, Bangalore - 560102, Near Focus Diagnostics",Focus Diagnostics,22.5733,192.5994872,943,6153944000,Doctor
Varsha Health Care Centre,Bangalore,"No 1914(55), 28th C Main Road, Jayanagar 9th Block, Bangalore - 560069, Near S L V Raggigudda Restaurant",da Restaurant,29.1192,860.3132346,760,988873284,Doctor
Positive Health Care Centre,Bangalore,"No-45/46,1st Floor,Ajantha Avenue, Puttenahalli Main Road,Nrar Brigade Millenium Signal, Jp Nagar 7th Phase, Bangalore - 560078, Above Airtel Office",,98.0061,495.442552,635,6824346934,Doctor
Sai Lakshya Health Care,Bangalore,"No 27/6/1 First Floor , Bnr Tower, Begur Koppa Main Road, Koppa Begur Road-Yellanahalli, Bangalore - 560068, OPP to MDVR Apartment","Begur Road-Yellanahalli, Bangalore - 560068, OPP to MDVR Apartment",50.2269,269.3650812,655,2162806567,Doctor
Family Clinic And Diabetic ..,Bangalore,"No 3,Agara Building, 24th Main Road, Hsr Layout, Bangalore - 560102, Near Hanuman Statue",Hanuman Statue,53.8241,970.2612513,1745,7481404771,Doctor
Green Plus Clinic and Diagn..,Bangalore,"No46,1st Floor, Double Road,Beml Layout, Rajarajeshwari Nagar, Bangalore - 560098, Near Shanmuga  Temple",Shanmuga Temple,22.5381,350.7803317,1801,6547899002,Doctor
Kamadhenu Swasthya Kendra,Bangalore,"No 6B,Kote NCMR Building, Karthik Nagar-Marathahalli, Bangalore - 560037",,74.4939,230.0137655,1043,1287188701,Doctor
Sri Gouris Dental and Medic..,Bangalore,"No.121/B, 1st Floor, 27th Cross, Jayanagar, Bangalore - 560011, Near Bajaj Showroom",,96.5663,536.2749172,1144,3292997862,Doctor
Sri Sagar Clinic,Bangalore,"No.510/1, Hase Karaga Road, Kengeri, Bangalore - 560060, Near Rajkumar Circle",Rajkumar Circle,97.2891,864.005856,1427,9905946120,Doctor
Varalakshmi Hospital,Bangalore,"No.38/2, 2nd Main Road, Madivala New Extension, Madiwala, Bangalore - 560068, Behind Ayyappa Temple",Ayyappa Temple,72.3602,143.6727263,532,4877183608,Doctor
International Multispeciali..,Bangalore,"L166,Ground Floor, Outer Ring Road, Sector 6, Hsr Layout, Bangalore - 560102, Near Focus Diagnostics",Focus Diagnostics,60.5798,517.8059428,1392,3032869118,Doctor
Varsha Health Care Centre,Bangalore,"No 1914(55), 28th C Main Road, Jayanagar 9th Block, Bangalore - 560069, Near S L V Raggigudda Restaurant",da Restaurant,68.8777,84.24066957,1634,5897818216,Doctor
Positive Health Care Centre,Bangalore,"No-45/46,1st Floor,Ajantha Avenue, Puttenahalli Main Road,Nrar Brigade Millenium Signal, Jp Nagar 7th Phase, Bangalore - 560078, Above Airtel Office",,27.687,460.1062468,901,9579100277,Doctor
Sai Lakshya Health Care,Bangalore,"No 27/6/1 First Floor , Bnr Tower, Begur Koppa Main Road, Koppa Begur Road-Yellanahalli, Bangalore - 560068, OPP to MDVR Apartment","Begur Road-Yellanahalli, Bangalore - 560068, OPP to MDVR Apartment",72.6113,541.9944473,1538,4644853335,Doctor
Family Clinic And Diabetic ..,Bangalore,"No 3,Agara Building, 24th Main Road, Hsr Layout, Bangalore - 560102, Near Hanuman Statue",Hanuman Statue,31.7606,176.2161103,1495,5032350538,Doctor
Green Plus Clinic and Diagn..,Bangalore,"No46,1st Floor, Double Road,Beml Layout, Rajarajeshwari Nagar, Bangalore - 560098, Near Shanmuga  Temple",Shanmuga Temple,40.0716,967.3357404,1587,5561734984,Doctor
Kamadhenu Swasthya Kendra,Bangalore,"No 6B,Kote NCMR Building, Karthik Nagar-Marathahalli, Bangalore - 560037",,31.0151,383.8126033,1822,843868466,Doctor
Sahasra Hospitals,Bangalore,"NO.184, MKS TOWERS, VARTHUR MAIN ROAD, Bangalore - 560087, BRIGADE CORNERSTONE UTOPIA APARTMENT",MENT,70.5211,474.4228316,1833,5743348921,Doctor
Shree Vaishnavi Health Cent..,Bangalore,"No 02, Doddabidarakallu Main Road, DODDABIDARAKALLU, Bangalore - 560073, Opp SB Medicals Near Arch",ar Arch,14.125,284.7890154,1939,2084680583,Doctor
Lotus Diagnostic Centre,Bangalore,"No.493, CMH Road, Indiranagar, Bangalore - 560038, Near to ICICI Bank",,74.0429,809.7990281,1974,2975904753,Doctor
Hosmat Hospital,Bangalore,"No 1 Hennur Junction, Grace Town, Kalyan Nagar, Bangalore - 560043",,1.8453,52.30228364,1041,9946694944,Doctor
Shiva Prasad Health Centre,Bangalore,"No 475/465 Narayanappaswamappa Building, Bazar Road, Yelahanka Old Town, Bangalore - 560064, Opp Bbmp Office",", Opp Bbmp Office",46.3341,871.0075563,823,4405098922,Doctor
Indianova Heart Center And ..,Bangalore,"No.323, Old Madras Road,NH 75, Old Extension, Krishnarajapuram, Bangalore - 560036, Next to Adiswar Showmroom",to Adiswar Showmroom,77.1159,81.18203374,1526,7219504824,Doctor
Prashanth Hospital,Bangalore,"No.90/D, Hosur Main Road, Bommanahalli, Bangalore - 560068",,48.2743,80.51205508,1279,1633215210,Doctor
Sreenagar Nursing Home,Bangalore,"No. 855/56, Sree Ramanjeneya Main Road, Srinagar-Banashankari 1st Stage, Bangalore - 560050, Next To Srinagar Bus Stop",", Next To Srinagar Bus Stop",88.1372,83.76846016,1944,2459630777,Doctor
Sri Sai Ram Hospitals,Bangalore,"No. 6, J C Industrial Area, Yellechenahallli Post, Kanakapura Road, Bangalore - 560062, Near Metro",Metro,90.8738,713.8290304,1629,1740869465,Doctor
Manipal Hospital,Bangalore,"No 45/1, 45th Cross, Jayanagar 9th Block, Bangalore - 560069, Opposite Bangalore Central",,10.2109,887.5356862,603,2848209690,Doctor
Prashanth Hospital,Bangalore,"No.90/D, Hosur Main Road, Bommanahalli, Bangalore - 560068",,27.9152,606.8251929,941,8500963726,Doctor
Sreenagar Nursing Home,Bangalore,"No. 855/56, Sree Ramanjeneya Main Road, Srinagar-Banashankari 1st Stage, Bangalore - 560050, Next To Srinagar Bus Stop",", Next To Srinagar Bus Stop",42.2829,452.0720484,989,2044140385,Doctor
Sri Sai Ram Hospitals,Bangalore,"No. 6, J C Industrial Area, Yellechenahallli Post, Kanakapura Road, Bangalore - 560062, Near Metro",Metro,57.6476,513.0179632,749,1909652739,Doctor
Manipal Hospital,Bangalore,"No 45/1, 45th Cross, Jayanagar 9th Block, Bangalore - 560069, Opposite Bangalore Central",,13.8769,514.6300556,1043,6152396704,Doctor
Health Plus Clinic,Mumbai,"#Shop No.9, Noopur Society, Lokpuram ,Landmark- Opp. Hiranandani Meadows, Lokpuram Society-Thane West, Thane - 400610",,36.3569,126.3767316,757,8337460004,Doctor
Dr. Nabar Dilip Clinic,Mumbai,"A1/1 Mithanagar Muncipal Colony, M G Road, Goregaon West, Mumbai - 400062, Near St. Thomas Church",Church,98.8804,64.34693724,1251,8479723296,Doctor
Vedant Multispeciality Hosp..,Mumbai,"1st Floor, Safal Shopping Centre, Goregaon East, Mumbai - 400065, NNP, Opposite Filmcity Road",,80.8197,52.78977862,1669,9946621836,Doctor
Dr. Pradeep Tiwari,Mumbai,"Nerve and More Clinic, Shop No 4, Shell Colony Road, Shell Colony-Sahakar Nagar-Chembur East, Mumbai - 400071, Near Bendre Chowk, Opposite Tilak Nagar Station","Nagar-Chembur East, Mumbai - 400071, Near Bendre Chowk, Opposite Tilak Nagar Station",37.1624,544.7793112,1139,1642343898,Doctor
Yash Clinic,Mumbai,"Shop No 5, Sajan Smruti Building, Dr Nemade Lane, Dombivli West, Thane - 421202, Near Vande Mataram School, Telkos Wadi","Near Vande Mataram School, Telkos Wadi",93.2778,921.7734626,866,5793474115,Doctor
Fortis Hiranandani Hospital,Mumbai,"Mini Seashore Road, Vashi, Navi Mumbai - 400703, Sector 10/A",,37.1373,937.9960709,1851,3530179637,Doctor
Dr. P P Nagarkar,Mumbai,"Shop No 6, Ameya Co Op Housing Society, Sane Guruji Road, Lal Baug, Mumbai - 400012, Opposite Ganesh Talkies",,7.3855,325.9065418,1220,6515779695,Doctor
Human Touch Clinic,Mumbai,"204 205, Marathon Chambers, P K Road, Mulund West, Mumbai - 400080, Panch Rasta, Above Manoranjan Store",Above Manoranjan Store,81.2424,266.0929425,966,4128052016,Doctor
Dr. GANESH RANE MD PHYSICIA..,Mumbai,"Evershin Hospital Aster Building  Ground Floor Vrindavan Complex, Evershine Road, Vasai East, Palghar - 401208, Near Hdfc Bank","t, Palghar - 401208, Near Hdfc Bank",74.4126,430.1917271,2000,3305437941,Doctor
Chaphekar Hospital,Mumbai,"Ashok Nagar CHS, Ambadi Road, Vasai West, Palghar - 401202, Opposite Carmel Classes,",,4.5554,128.2027111,1174,2025948334,Doctor
Dr Manisha Bhatt,Mumbai,"502, Skyline Status, M G Road, Ghatkopar East, Mumbai - 400077, Opp Pooja Hotel",,95.2272,592.7141907,1097,2429268317,Doctor
Dr. Arundhati Barua,Mumbai,"Shop No 1/5 PMGP Colony,, Andheri East, Mumbai - 400093, Near Poonam Nagar",Poonamm Nagar,13.5664,322.4187559,1633,767583913,Doctor
Dr Shashi Chandan Singh,Mumbai,"B Wing 109/110 Everest Tower, Santoshi Mata Mandir Road, Kalyan West, Kalyan - 421301, Opposite Lourdes School, Opp Maxi Ground","421301, Opposite Lourdes School, Opp Maxi Ground",86.5022,550.4312735,548,4728525778,Doctor
Metropol Multispeciality Ho..,Mumbai,"Metropol Multispeciality Hospital Llp,Ground ,2nd & 4th Floor, Soham Plaza North East,Manpada Junction,Ghodbunder Road, Thane West, Thane - 400607","Manpada Junction,Ghodbunder Road, Thane West, Thane - 400607",66.5236,949.9584687,606,7311793684,Doctor
Manokhoj Clinic,Mumbai,"Cabin D, Ground Floor, Narayan Ashram, 17th Road, Chembur, Mumbai - 400071",,73.134,191.485355,1140,8693897838,Doctor
Ananya-Diabetes and Footcar..,Mumbai,"Shweta Apartment ,Chintan  Co-op Housing Society Ltd, Kalyan Murbad Road, Kalyan West, Kalyan - 421301, Opp. Kalyan Janta Shahkari Bank,Kalyan West",,99.8042,729.8823155,1697,3438428087,Doctor
Dr Salaah Qureshi,Mumbai,"Qure Clinic, Sai Apartments, Shop No 2, Seven Bungalows, Andheri West, Mumbai - 400053, Bon Bon Lane, Juhu Versova Link Road","Bon Bon Lane, Juhu Versova Link Road",18.5972,527.1725532,806,9390413176,Doctor
Shree Ashirwad Hospital,Mumbai,"Ground Floor Sai Angan Apartment, Samarth Chowk Ganesh Nagar, Badlapur, Thane - 421503, Near Aditi Hotel",r Aditi Hotel,87.0228,258.7663322,1060,5442617773,Doctor
Alcuris,Mumbai,"Shop No 1 Samant Heritage, Manpada Cross Road, Dombivli East, Thane - 421201, Near Icon Hospital",pital,98.8632,892.4481872,921,1241319801,Doctor
Dr. Raihan Motorwala (MD),Mumbai,"C/o Shalyak Multispeciality Hospital, Building No 2, S K Apartment, 10, Dalwai Compound, Gumpha Road, Jogeshwari East, Mumbai - 400060, Near Jogeshwari Police Station","Compound, Gumpha Road, Jogeshwari East, Mumbai - 400060, Near Jogeshwari Police Station",69.4236,22.27186178,1516,4426388509,Doctor
