hasname,hasLocation,hasAddress,hasLandmark,hasLongitude,hasLatitude,hasPrice,hasMealType,hasVegFood,hasPhone
Country Curries,New Delhi,"21, Savitri Cinema Complex, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24002328,28.54125928,800,"""['breakfast','dinner']""",FALSE,8123808482
Culinaire,New Delhi,"Shop 2, Chandan Market, S Block, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2456868,28.5306722,1000,"""['breakfast','dinner']""",FALSE,5840991991
Defence Bakery,New Delhi,"M-70, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2434692,28.5329663,400,"""['breakfast','dinner']""",TRUE,7441865977
Diva - The Italian Restaurant,New Delhi,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2431861,28.5342023,2500,"""['breakfast','dinner']""",TRUE,8384317326
Fig & Maple,New Delhi,"M-27, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2418472,28.5332835,1650,"""['breakfast','dinner']""",TRUE,3705175322
Fitoor,New Delhi,"M-31, 2nd & 3rd Floor, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.241504,28.5331306,1350,"""['breakfast','dinner']""",TRUE,8680310520
Giani's,New Delhi,"E-574, Main Road, Near ICICI Bank, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400539,28.5399106,400,"""['breakfast','dinner']""",TRUE,2208256668
Happy Hakka,New Delhi,"E-578, Savitri Road, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24028882,28.54047022,650,"""['breakfast','dinner']""",FALSE,5146361009
Mainland China,New Delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2386742,28.5373346,1800,"""['breakfast','dinner']""",FALSE,5669382500
Mini Mughal,New Delhi,"M-71, 1st Floor, M-Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2434648,28.5328936,1200,"""['breakfast','dinner']""",FALSE,5386969718
Movenpick,New Delhi,"M 7, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2431486,28.5342396,650,"""['breakfast','dinner']""",TRUE,4500729381
New York Slice - Express,New Delhi,"E-584, Near Savitri Cinema, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400419,28.540691,800,"""['breakfast','dinner']""",FALSE,2668189468
Nirula's Ice Cream,New Delhi,"E-564, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400534,28.5394362,250,"""['breakfast','dinner']""",FALSE,1365886492
Not Just Paranthas,New Delhi,"M-84, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2426617,28.5323086,1100,"""['breakfast','dinner']""",FALSE,8794106760
Nutritious Nation,New Delhi,"M-45, Main Market, Ground Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2425286,28.5337643,900,"""['breakfast','dinner']""",FALSE,7618328472
Open Oven,New Delhi,"E-564, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2401571,28.5393522,250,"""['breakfast','dinner']""",FALSE,6868299037
Starbucks,New Delhi,"Ground Floor, M-11, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2428767,28.5340181,700,"""['breakfast','dinner']""",TRUE,5587315628
Swagath,New Delhi,"M-9, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.243348,28.5340197,1500,"""['breakfast','dinner']""",TRUE,4832260438
The Health Box,New Delhi,"Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24218,28.53412,600,"""['breakfast','dinner']""",FALSE,2474770091
Twisted Tacos,New Delhi,"M-192, Ground Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2437305,28.5345667,650,"""['breakfast','dinner']""",FALSE,8982277426
Uber Lounge,New Delhi,"M-42, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2436254,28.5334703,2200,"""['breakfast','dinner']""",FALSE,2285948209
Yeti - The Himalayan Kitchen,New Delhi,"M-20, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.242033,28.5335584,1300,"""['breakfast','dinner']""",TRUE,5801063181
Zai,New Delhi,"Building 3, Local Shopping Complex, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2386784,28.5370786,1550,"""['breakfast','dinner']""",FALSE,4389884141
Al Bake,New Delhi,"Shop 22, E Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.238998,28.5378735,300,"""['breakfast','dinner']""",TRUE,5683628361
Artusi Ristorante e Bar,New Delhi,"M-24, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2421548,28.5335863,3000,"""['breakfast','dinner']""",TRUE,5232330957
Baris,New Delhi,"Building 3, Local Shopping Complex, Mazjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.23869669,28.53712778,2000,"""['breakfast','dinner']""",FALSE,4159287559
Carnatic Cafe,New Delhi,"M-21, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2422778,28.533561,550,"""['breakfast','dinner']""",FALSE,6757686645
Chhalava - ö__Lava,New Delhi,"M-40, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2434183,28.5336924,1200,"""['breakfast','dinner']""",FALSE,1095182942
Dilli BC,New Delhi,"M-58, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2445203,28.5335082,700,"""['breakfast','dinner']""",FALSE,8529321030
Sumo Sushi,New Delhi,"Behind Savitri Cinema, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.23985,28.5417418,1000,"""['breakfast','dinner']""",TRUE,7928925888
The Heroes Bistro & Bar,New Delhi,"M-13, 2nd Floor, M Block Market, Greater Kailash 2, New Delhi, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2429111,28.5339436,900,"""['breakfast','dinner']""",TRUE,8155241176
Whipped,New Delhi,"E-556, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400353,28.5388101,550,"""['breakfast','dinner']""",FALSE,4809966665
Cafe Coffee Day,New Delhi,"E-12, DDA Market, Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.236,28.53698056,450,"""['breakfast','dinner']""",FALSE,7826965200
Paparazzi,New Delhi,"2 VIPPS Centre, North Wing, LSC Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,0,0,1900,"""['breakfast','dinner']""",TRUE,3924001189
Chehel Pehel,New Delhi,"Shop 11, DDA Market, Masjid Mod, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.23596912,28.53722177,700,"""['breakfast','dinner']""",TRUE,1555559067
Cress Bistro,New Delhi,"E-6, DDA Market, Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.23567978,28.53732191,1200,"""['breakfast','dinner']""",FALSE,5206411107
Frosted Heaven,New Delhi,"55-C, 2nd Floor, DDA Flats, Next to Chirag Dilli Flyover, Masjid Moth, Near Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.233935,28.54053208,300,"""['breakfast','dinner']""",FALSE,3481180133
Baskin Robbins,New Delhi,"G-53, Green Park, New Delhi",Green Park,77.2024756,28.5565678,300,"""['breakfast','dinner']""",FALSE,2914097700
Behrouz Biryani,New Delhi,"Green Park, New Delhi",Green Park,77.2049011,28.557068,600,"""['breakfast','dinner']""",FALSE,6135288558
Cafe Coffee Day,New Delhi,"HPCL Petrol Pump, Near IOC Office, Green Park, New Delhi",Green Park,77.2069091,28.5569719,450,"""['breakfast','dinner']""",TRUE,5985978081
Cakeatouille,New Delhi,"P-11, 2nd Floor, Green Park Extension, Green Park, New Delhi",Green Park,0,0,800,"""['breakfast','dinner']""",TRUE,4204864938
Chilli Singh,New Delhi,"G-1 A, Aashirwad Complex, D-1, Green Park, New Delhi",Green Park,77.2049011,28.5571577,800,"""['breakfast','dinner']""",FALSE,4670391765
Da Pizza Corner,New Delhi,"107-A, Gautam Nagar, Green Park, New Delhi",Green Park,0,0,600,"""['breakfast','dinner']""",TRUE,6353658578
Domino's Pizza,New Delhi,"S-27, Ground Floor, Main Market, Green Park, New Delhi",Green Park,77.2023408,28.5565998,700,"""['breakfast','dinner']""",TRUE,9088127354
Faasos,New Delhi,"Shop G-1B, Ground Floor, Ashirwad complex, Near Uphar Cinema, Green Park, New Delhi",Green Park,77.2049011,28.557068,600,"""['breakfast','dinner']""",TRUE,8673558433
Gupta Ji Ka Dhaba,New Delhi,"Near Uphaar Cinema, Green Park Extension Market, Green Park, New Delhi",Green Park,77.2058893,28.5583275,300,"""['breakfast','dinner']""",TRUE,4632244316
Karim's,New Delhi,"A-22, Aurobindo Place Market, Near Green Park Masjid, Green Park, New Delhi",Green Park,77.2046765,28.5530579,750,"""['breakfast','dinner']""",TRUE,9088649717
Let's Tango,New Delhi,"Shop C-107, Ground Floor, Green Park, New Delhi",Green Park,0,0,400,"""['breakfast','dinner']""",TRUE,9652428611
Madras Cafe,New Delhi,"S-26, Main Market, Green Park, New Delhi",Green Park,77.2023408,28.5565998,300,"""['breakfast','dinner']""",FALSE,5949810271
Nachos And Company,New Delhi,"L-1, 3rd Floor, Green Park Extension, Green Park, New Delhi",Green Park,77.2018467,28.5608102,700,"""['breakfast','dinner']""",FALSE,9077281704
Ovenstory Pizza,New Delhi,"Green Park, New Delhi",Green Park,77.20523,28.556941,500,"""['breakfast','dinner']""",TRUE,4350999937
Pizza Hut,New Delhi,"S-32, Main Road Market, Green Park, New Delhi",Green Park,77.2020264,28.5563457,1000,"""['breakfast','dinner']""",FALSE,5454636914
Red Chilli,New Delhi,"S-15, Uphaar Cinema Complex, Opposite Metro Station, Green Park, New Delhi",Green Park,77.2059791,28.5581568,1500,"""['breakfast','dinner']""",FALSE,8472921169
The Groghead,New Delhi,"A-5, 2nd Floor, Above Hyundai Showroom, Green Park, New Delhi",Green Park,77.2057995,28.5557195,1700,"""['breakfast','dinner']""",TRUE,1149452335
The Tandoor,New Delhi,"G-15, D-1, Aashirwaad Complex, Green Park, New Delhi",Green Park,77.2051706,28.5570041,600,"""['breakfast','dinner']""",FALSE,7489648957
Twenty Ten - Ashtan Sarovar Portico,New Delhi,"Ashtan Sarovar Portico, C 2, Green Park Extension, New Delhi, Green Park, New Delhi",Green Park,77.2066529,28.5595207,1000,"""['breakfast','dinner']""",TRUE,4692086143
Adyar Ananda Bhavan,New Delhi,"S-18, Main Market, Green Park, New Delhi",Green Park,77.2025317,28.5572354,500,"""['breakfast','dinner']""",TRUE,8048910446
Baked Love By Vatsala,New Delhi,"Near Uphaar Cinema, Green Park Main, New Delhi, Green Park, New Delhi",Green Park,0,0,720,"""['breakfast','dinner']""",TRUE,9848128852
Drums of Heaven,New Delhi,"S-14, Green Park Extension, Green Park, New Delhi",Green Park,77.2059342,28.5580181,1800,"""['breakfast','dinner']""",TRUE,4803457711
Dunkin' Donuts,New Delhi,"S 36, Main Market, Green Park, New Delhi",Green Park,77.2021844,28.5558677,600,"""['breakfast','dinner']""",FALSE,6718946560
Evergreen Sweet House,New Delhi,"S-29 & 30, Main Market, Green Park, New Delhi",Green Park,77.2026428,28.5562101,450,"""['breakfast','dinner']""",FALSE,9403461109
Gung The Palace,New Delhi,"D-1/B, Near Ashirwad Complex, Green Park, New Delhi",Green Park,77.2054344,28.5568725,2500,"""['breakfast','dinner']""",FALSE,5091541277
Keventers,New Delhi,"Shop G53, Main Market, Green Park, New Delhi",Green Park,77.2024756,28.5565678,250,"""['breakfast','dinner']""",TRUE,5015261016
La Seine -The Chocolate Emporium,New Delhi,"G-54, Main Market, Green Park, New Delhi",Green Park,77.2023504,28.5566267,300,"""['breakfast','dinner']""",TRUE,7124007737
Nagaland's Kitchen,New Delhi,"S-2, Uphaar Cinema Complex, Green Park Extension Market, Green Park, New Delhi",Green Park,77.2057351,28.5577921,1200,"""['breakfast','dinner']""",FALSE,1738788037
Pasta La Vista,New Delhi,"S-4, Oriental House, Gulmohar Enclave Commercial Complex, Green Park, New Delhi",Green Park,77.2080004,28.5577669,600,"""['breakfast','dinner']""",FALSE,7856641165
Tamura,New Delhi,"S-16, Uphar Commercial Complex, Green Park Extension Market, Green Park, New Delhi",Green Park,77.2062936,28.5580523,1500,"""['breakfast','dinner']""",FALSE,9852858318
The Chai Story,New Delhi,"S1, Green Park Extension, Green Park, New Delhi",Green Park,77.2057664,28.5574296,300,"""['breakfast','dinner']""",FALSE,1524957047
The Clay Oven,New Delhi,"D-1, Hotel Park Residency, Green Park, New Delhi",Green Park,77.2049011,28.5574266,1200,"""['breakfast','dinner']""",TRUE,8216125256
Aazad Chicken Corner,New Delhi,"S-12, Green Park Extension, Green Park, New Delhi",Green Park,77.2057995,28.5584086,200,"""['breakfast','dinner']""",FALSE,8093112060
Chaipiyoji,New Delhi,"G 39, Opposite The Asian Age Green Park, Green Park Main Market, Green Park, New Delhi",Green Park,77.2028955,28.5579188,200,"""['breakfast','dinner']""",FALSE,3061577833
Chatkara,New Delhi,"Opposite S-26, Green Park, New Delhi",Green Park,77.2024756,28.5566575,200,"""['breakfast','dinner']""",TRUE,4816382549
HoG - House of Goodies,New Delhi,"A 130, Neeti Bagh, Green Park, New Delhi",Green Park,77.2169384,28.5610837,350,"""['breakfast','dinner']""",TRUE,7527347411
Kettle & Kegs,New Delhi,"Green Park, New Delhi",Green Park,77.2049011,28.557068,200,"""['breakfast','dinner']""",FALSE,4712974353
Krishna Juice & Shakes Corner,New Delhi,"F137/3, Near Hanuman Mandir, Gautam Nagar, Green Park, New Delhi",Green Park,77.2097034,28.560101,100,"""['breakfast','dinner']""",TRUE,8089368841
Momolicious,New Delhi,"H 12 B, Green Park, New Delhi",Green Park,77.20243322,28.5589794,200,"""['breakfast','dinner']""",TRUE,4922842914
Pastry Palace,New Delhi,"S-14/A, Main Market, Green Park, New Delhi",Green Park,77.2025654,28.5572038,500,"""['breakfast','dinner']""",TRUE,3315311697
South Gate,New Delhi,"C-18, Green Park, New Delhi",Green Park,0,0,850,"""['breakfast','dinner']""",TRUE,1892699307
Sweet Bakes,New Delhi,"U-30, Green Park, New Delhi",Green Park,0,0,550,"""['breakfast','dinner']""",FALSE,5099920310
Sweet Sensations,New Delhi,"H-34, Green Park Extension, Green Park, New Delhi",Green Park,77.2039156,28.5608042,300,"""['breakfast','dinner']""",FALSE,9800985968
The Pirates Of China Town,New Delhi,"9 A Gautam Nagar, Green Park, New Delhi",Green Park,77.21116707,28.56250844,350,"""['breakfast','dinner']""",TRUE,3774073493
Hot n Hot,New Delhi,"Opposite Aurobindo Shopping Complex, Green Park, New Delhi",Green Park,77.203602,28.5526247,450,"""['breakfast','dinner']""",FALSE,6729352492
Feng Shuii,New Delhi,"2nd & 3rd Floor, S-27, Green Park, New Delhi",Green Park,0,0,1200,"""['breakfast','dinner']""",FALSE,7590508984
Bikaner Sweets,New Delhi,"Outram Lane, Kingway Camp, GTB Nagar, New Delhi",GTB Nagar,77.2052335,28.7010154,250,"""['breakfast','dinner']""",FALSE,8810952291
Coalition Cafe,New Delhi,"2530, 3rd Floor, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2044316,28.6945529,800,"""['breakfast','dinner']""",FALSE,8805598662
Keventers,New Delhi,"10, Edward Line, Kingsway Camp, Near GTB Nagar Metro Station, GTB Nagar, New Delhi",GTB Nagar,77.2041375,28.695646,400,"""['breakfast','dinner']""",FALSE,9583633341
Mid Night Khana,New Delhi,"GTB Nagar, New Delhi",GTB Nagar,77.0955538,28.73409022,400,"""['breakfast','dinner']""",FALSE,5501285061
Ministry of Cafe,New Delhi,"H-11/12, 1st Floor, Opposite Nirankari Jewellers, Above Yes Bank, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2041824,28.6965012,1000,"""['breakfast','dinner']""",FALSE,5848960575
Officer's Kitchen,New Delhi,"Shop 278, A Block, Gandhi Vihar, GTB Nagar, New Delhi",GTB Nagar,77.2212289,28.7007738,300,"""['breakfast','dinner']""",TRUE,7064447771
Oh Boy Lounge,New Delhi,"2527, Hudson Lane, 2nd Floor & Terrace, Delhi University, GTB Nagar, New Delhi",GTB Nagar,0,0,1000,"""['breakfast','dinner']""",FALSE,2739376337
Sahni's Fish Corner,New Delhi,"Shop 333, Bhai Parmanand Colony, GTB Nagar, New Delhi",GTB Nagar,77.2028349,28.7073875,450,"""['breakfast','dinner']""",TRUE,5626534905
Sardar A Pure Meat Shop,New Delhi,"1612, Outram Line. Kingsway Camp, Dr. UP Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,77.2088685,28.7011015,150,"""['breakfast','dinner']""",TRUE,8470946721
Singh Mutton & Chicken Shop,New Delhi,"45, Outram Line, Kingway Camp, GTB Nagar, New Delhi",GTB Nagar,77.2051662,28.700431,300,"""['breakfast','dinner']""",TRUE,9065778055
The Mashup,New Delhi,"2528, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University, GTB Nagar, New Delhi",GTB Nagar,77.2041824,28.69471,1100,"""['breakfast','dinner']""",FALSE,2832830565
Vaishnu Bhojanalaya,New Delhi,"168 A, Pocket E, Opposite Pooja Prak, LIG Flats, GTB Nagar, New Delhi",GTB Nagar,77.2042028,28.698905,150,"""['breakfast','dinner']""",TRUE,4199112699
Central Perk,New Delhi,"2510, 1st Floor, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2042723,28.6957933,500,"""['breakfast','dinner']""",FALSE,1880746018
Diet Dabba,New Delhi,"Shop 15, DDA Market, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2049891,28.6944315,250,"""['breakfast','dinner']""",FALSE,2990483953
Mama's Buoi,New Delhi,"3rd Floor, 2624, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2054401,28.6929495,1000,"""['breakfast','dinner']""",TRUE,8509800031
New Vikrant Restaurant,New Delhi,"119, Mall Road, Main Chowk, GTB Nagar, New Delhi",GTB Nagar,77.2053503,28.6987623,550,"""['breakfast','dinner']""",TRUE,6499235760
The Vintage Avenue,New Delhi,"2516, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2038231,28.6951234,800,"""['breakfast','dinner']""",TRUE,5856155736
Apna Punjabi Zayka,New Delhi,"Shop No. 10/1, Vishal Market, Near West Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,77.2029119,28.7073367,500,"""['breakfast','dinner']""",TRUE,4518053503
Best Biryani Centre,New Delhi,"Shop 9, Mall Road, Near GTB Nagar Metro Station, GTB Nagar, New Delhi",GTB Nagar,77.2077365,28.6984564,350,"""['breakfast','dinner']""",FALSE,4661395449
Delhi Chaat Bhandar,New Delhi,"Parmanand Chowk, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,77.2044321,28.7099284,150,"""['breakfast','dinner']""",FALSE,3918503657
Encounter,New Delhi,"22, 1st Floor, Hudson lane, GTB Nagar, New Delhi",GTB Nagar,77.2044519,28.6975121,800,"""['breakfast','dinner']""",TRUE,5600286969
Flavour's,New Delhi,"1616, Outram Lane, Opposite Nulife Hospital, GTB Nagar, New Delhi",GTB Nagar,77.2084849,28.700706,200,"""['breakfast','dinner']""",TRUE,4496797028
Food Adda,New Delhi,"Shop 2, DDA Market, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,0,0,200,"""['breakfast','dinner']""",FALSE,4752883632
Friends Fast Food,New Delhi,"Shop 27, DDA Market, Hudson Lane, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2049879,28.6945895,300,"""['breakfast','dinner']""",FALSE,7169296721
Hot & Pot,New Delhi,"Near DTC Bus Pass Section, Timar Pur Chowk, GTB Nagar, New Delhi",GTB Nagar,77.2048113,28.6991585,250,"""['breakfast','dinner']""",TRUE,3684015107
Lucky Corner Shop,New Delhi,"2418, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2048186,28.6961012,200,"""['breakfast','dinner']""",FALSE,8783273158
Mahesh Shudh Vaishno Bhojanalya,New Delhi,"Near GTB Metro Station, Delhi University, GTB Nagar, New Delhi",GTB Nagar,77.2050808,28.6979305,100,"""['breakfast','dinner']""",FALSE,5209237567
Piper's & Grill - The Night Chef,New Delhi,"GTB Nagar, New Delhi",GTB Nagar,77.208794,28.694348,500,"""['breakfast','dinner']""",TRUE,5564408149
RAM-G Samose Wale,New Delhi,"C-16, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2045178,28.6961124,100,"""['breakfast','dinner']""",TRUE,7789616248
Shubham Vaishno Bhojanalya,New Delhi,"12 D, Dhaka Village, Main Road, Delhi University, GTB Nagar, New Delhi",GTB Nagar,77.2046316,28.7077386,100,"""['breakfast','dinner']""",FALSE,1672040597
Shudh Vaishno Bhojanalaya,New Delhi,"Shop 104, Near Metro Station Gate 3, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,77.2059791,28.6981059,200,"""['breakfast','dinner']""",FALSE,2412262375
Shudh Vaishno Dhaba,New Delhi,"Near Indra Band, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,77.2048113,28.6990689,200,"""['breakfast','dinner']""",FALSE,1406493299
Singh Chicken,New Delhi,"Shop 1, Plot 7 & 8, Vishal Market, West Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,77.2027704,28.7075633,500,"""['breakfast','dinner']""",FALSE,9319837323
Spezia Deliveries,New Delhi,"Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,0,0,900,"""['breakfast','dinner']""",TRUE,2182224712
TAG,New Delhi,"Near GTB Nagar metro station, GTB Nagar, New Delhi",GTB Nagar,0,0,500,"""['breakfast','dinner']""",TRUE,8219331848
UFO,New Delhi,"GTB Nagar, New Delhi",GTB Nagar,77.204411,28.6966432,500,"""['breakfast','dinner']""",TRUE,9696035154
Urban Patty House,New Delhi,"Shop 13, DDA Market, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2050359,28.6944781,200,"""['breakfast','dinner']""",FALSE,2915532143
Big Yellow Door,New Delhi,"2521, 2nd Floor, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,77.2040926,28.6950596,600,"""['breakfast','dinner']""",FALSE,3253352340
Amritsar Juction,New Delhi,"Opposite Amar Dev Public School, Near Vinayak Hospital, Gujranwala Town, New Delhi",Gujranwala Town,77.1883704,28.7000027,450,"""['breakfast','dinner']""",TRUE,5978979997
Bawarchi,New Delhi,"236, Main Road, Opposite North Gate Orbit Plaza Mall, Part 3, Gujranwala Town, New Delhi",Gujranwala Town,77.193222,28.6978702,450,"""['breakfast','dinner']""",TRUE,9665855418
Bawarchi,New Delhi,"1, Local Shopping Complex, Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.192054,28.6989226,600,"""['breakfast','dinner']""",TRUE,1440484146
Bhogalji Bikaner Sweets,New Delhi,"A-353, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1886399,28.7002971,100,"""['breakfast','dinner']""",FALSE,4919078344
Bikanervala,New Delhi,"B-79, GT Karnal Road, Industrial Area, Gujranwala Town, New Delhi",Gujranwala Town,77.1889993,28.6947792,550,"""['breakfast','dinner']""",TRUE,5378907055
Changezi Chicken,New Delhi,"G-1, Vardhman Royal Plaza, LSC, Deraval Nagar Part 1, Gujranwala Town, New Delhi",Gujranwala Town,77.1898079,28.7014836,650,"""['breakfast','dinner']""",FALSE,3729176481
Giani's,New Delhi,"A-353, 7, Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1889483,28.7004928,400,"""['breakfast','dinner']""",TRUE,9752963512
Gola Northend,New Delhi,"Plot 5, Local Shopping Centre, Gujranwala Town, New Delhi",Gujranwala Town,77.1895384,28.7014578,1300,"""['breakfast','dinner']""",FALSE,3821124467
Kay's Chik-In,New Delhi,"G-3, Vardhman Royal Plaza, Gujranwala Town Part 1, Gujranwala Town , New Delhi",Gujranwala Town,77.1897181,28.701475,650,"""['breakfast','dinner']""",TRUE,7614985159
Mr. Lobo,New Delhi,"Shop 1, Local Shopping Complex, Derawal Nagar,  Phase 4, Gujranwala Town, New Delhi",Gujranwala Town,77.1917845,28.6991655,400,"""['breakfast','dinner']""",TRUE,6764198477
Nut Khut Rasoi,New Delhi,"1, Near Gola Northend, Gujranwala Town, New Delhi",Gujranwala Town,77.1895597,28.7013265,300,"""['breakfast','dinner']""",FALSE,9461159037
Purani Delhi 6,New Delhi,"98/11, Badi Madjid, G.T. Karnal Road, Gujranwala Town, New Delhi",Gujranwala Town,77.1905019,28.6924395,400,"""['breakfast','dinner']""",TRUE,1663622387
Raahgiri,New Delhi,"G-6, Local Shopping Complex, Gujranwala Town, New Delhi",Gujranwala Town,77.192099,28.6989717,400,"""['breakfast','dinner']""",TRUE,6366294169
Singh Dhaba,New Delhi,"Near Arya Bhatt College, G T Karnal Road, Industrial Area, Gujranwala Town, New Delhi",Gujranwala Town,77.1863488,28.6975254,600,"""['breakfast','dinner']""",FALSE,7353732376
Sugar Boutique,New Delhi,"58, State Bank Colony, Near Part 2, Gujranwala Town, New Delhi",Gujranwala Town,77.1898978,28.6943279,300,"""['breakfast','dinner']""",TRUE,5378449774
Zaika Amritsari,New Delhi,"G-6/7, Balaji Plaza, DDA Market, Gujranwala Town, New Delhi",Gujranwala Town,77.1898978,28.7017609,400,"""['breakfast','dinner']""",FALSE,8892731101
Ashok Meat Wala,New Delhi,"B-180/2, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1898079,28.7014836,500,"""['breakfast','dinner']""",TRUE,7892927534
Baker's Stop,New Delhi,"A-353, Near Malwa Taxi Stand Crossing, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1887297,28.7003953,350,"""['breakfast','dinner']""",TRUE,1766097858
Nut Khat Caterers,New Delhi,"Near Vinayak Hospital, Gujranwala Town, New Delhi",Gujranwala Town,77.1878236,28.699677,300,"""['breakfast','dinner']""",TRUE,5846448911
Penta Cafe,New Delhi,"663, Near Pentamed Hospital, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1919642,28.6991827,500,"""['breakfast','dinner']""",FALSE,4680720479
Penta Cafeteria,New Delhi,"Shop 6, Block 5, LSC Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1917362,28.6993443,500,"""['breakfast','dinner']""",FALSE,3838191165
Railway Yard,New Delhi,"B-36/11, GT Karnal Road Industrial Area, Near Nanak Piao Gurudwara, Gujranwala Town, New Delhi",Gujranwala Town,0,0,300,"""['breakfast','dinner']""",FALSE,7788114550
Roti Aur Boti,New Delhi,"B-177, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,77.1899423,28.7016159,100,"""['breakfast','dinner']""",TRUE,2210600519
Sahni Fish Corner,New Delhi,"G2, Balaji Complex, Gujranwala Town, New Delhi",Gujranwala Town,77.1894036,28.7015792,300,"""['breakfast','dinner']""",TRUE,4693546952
Aap Ki Khatir,New Delhi,"G-1, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,77.1918129,28.6988557,400,"""['breakfast','dinner']""",FALSE,6874268081
Aggarwal Sweets,New Delhi,"A-199, Gujranwala Town, New Delhi",Gujranwala Town,77.1836813,28.7006314,200,"""['breakfast','dinner']""",TRUE,4014583318
